L, a, b, x, y
88.63, 141.64, 83.02, 610.78, 594.42
88.71, 141.68, 82.96, 610.74, 594.47
88.71, 141.68, 82.96, 610.74, 594.47
88.76, 141.05, 83.78, 610.48, 594.93
88.76, 141.05, 83.78, 610.48, 594.93
88.52, 141.25, 83.46, 610.18, 596.01
88.52, 141.25, 83.46, 610.18, 596.01
88.14, 141.59, 83.36, 609.73, 597.06
88.14, 141.59, 83.36, 609.73, 597.06
87.86, 141.81, 83.04, 609.97, 597.01
87.87, 141.87, 82.97, 609.97, 597.01
88.13, 141.62, 83.20, 609.81, 597.12
88.16, 141.67, 83.16, 609.83, 597.11
88.06, 141.60, 83.24, 609.81, 597.12
88.37, 141.62, 83.23, 609.84, 597.10
88.22, 141.66, 83.19, 609.84, 597.10
88.26, 141.64, 83.21, 609.84, 597.10
88.07, 141.68, 83.19, 609.80, 597.12
88.37, 141.84, 82.99, 609.83, 597.12
88.23, 141.78, 83.02, 609.87, 597.06
88.24, 141.83, 83.02, 609.87, 597.06
88.08, 141.90, 82.96, 609.83, 597.07
88.20, 141.85, 82.98, 609.87, 597.06
87.76, 142.07, 82.84, 609.65, 597.28
87.77, 142.08, 82.84, 609.65, 597.28
87.49, 141.84, 82.70, 608.41, 598.76
87.49, 141.84, 82.70, 608.41, 598.76
86.71, 141.00, 83.88, 607.66, 599.70
86.71, 141.00, 83.88, 607.66, 599.70
86.40, 141.78, 82.97, 607.62, 600.32
86.44, 141.81, 82.92, 607.62, 600.32
86.92, 141.12, 83.60, 607.54, 600.53
86.87, 141.19, 83.50, 607.57, 600.49
86.60, 141.55, 83.14, 607.50, 600.45
86.80, 141.46, 83.20, 607.51, 600.48
86.75, 141.49, 83.17, 607.51, 600.48
86.88, 141.38, 83.26, 607.58, 600.46
86.85, 141.38, 83.25, 607.58, 600.46
86.91, 141.50, 83.15, 607.58, 600.46
86.91, 141.47, 83.15, 607.58, 600.46
86.93, 141.47, 83.14, 607.58, 600.46
86.86, 141.46, 83.14, 607.58, 600.46
86.89, 141.63, 82.99, 607.58, 600.46
86.88, 141.59, 83.05, 607.58, 600.46
86.95, 141.49, 83.14, 607.58, 600.43
86.92, 141.10, 83.51, 607.48, 600.62
86.92, 141.10, 83.51, 607.48, 600.62
87.01, 141.36, 83.38, 608.69, 601.41
87.01, 141.36, 83.38, 608.69, 601.41
87.64, 141.59, 83.07, 610.59, 603.52
87.64, 141.59, 83.07, 610.59, 603.52
86.77, 141.71, 82.94, 613.67, 606.40
86.74, 141.71, 82.94, 613.67, 606.40
86.56, 141.62, 82.97, 617.04, 611.11
86.56, 141.62, 82.97, 617.04, 611.11
86.36, 141.23, 83.51, 621.81, 615.54
86.36, 141.23, 83.51, 621.81, 615.54
82.84, 141.80, 83.45, 625.63, 619.90
82.84, 141.80, 83.45, 625.63, 619.90
82.80, 141.33, 83.93, 628.83, 623.13
82.80, 141.33, 83.93, 628.83, 623.13
81.01, 141.31, 83.99, 630.63, 625.72
81.01, 141.31, 83.99, 630.63, 625.72
81.08, 140.97, 84.22, 631.53, 627.48
81.02, 141.03, 84.15, 631.58, 627.42
80.71, 141.25, 83.73, 632.21, 627.73
80.86, 141.50, 83.43, 632.14, 627.77
80.77, 141.80, 83.11, 632.07, 627.77
80.64, 142.00, 82.92, 631.98, 627.80
80.60, 141.80, 83.05, 632.01, 627.72
80.44, 142.17, 82.84, 632.01, 627.69
80.08, 142.31, 82.79, 632.10, 627.59
80.07, 142.36, 82.76, 632.10, 627.59
80.02, 142.38, 82.75, 632.10, 627.59
79.88, 142.60, 82.79, 632.08, 627.67
79.85, 142.53, 82.90, 632.16, 627.60
79.88, 142.61, 82.81, 632.16, 627.60
79.82, 142.59, 82.82, 632.16, 627.60
79.91, 142.51, 82.98, 632.13, 627.60
79.78, 142.23, 83.27, 632.12, 627.61
79.79, 142.22, 83.27, 632.12, 627.61
79.78, 142.23, 83.27, 632.12, 627.61
79.72, 142.66, 82.96, 632.20, 627.53
79.54, 142.67, 82.94, 632.16, 627.61
79.54, 142.66, 82.92, 632.16, 627.61
79.52, 142.57, 83.05, 632.16, 627.61
79.47, 142.89, 82.88, 632.09, 627.64
79.18, 142.93, 82.76, 632.11, 627.60
79.18, 142.93, 82.77, 632.11, 627.60
79.18, 142.93, 82.76, 632.11, 627.60
79.14, 143.08, 82.66, 632.11, 627.60
79.14, 143.08, 82.66, 632.11, 627.60
79.08, 143.18, 82.58, 632.10, 627.60
79.10, 143.01, 82.68, 632.03, 627.64
79.11, 143.01, 82.70, 632.03, 627.64
79.12, 143.00, 82.69, 632.03, 627.64
79.15, 142.92, 82.80, 631.98, 627.73
79.30, 142.44, 83.35, 632.74, 627.13
79.08, 142.73, 83.16, 632.77, 627.07
79.00, 142.50, 83.29, 632.77, 627.06
79.01, 142.50, 83.29, 632.77, 627.06
78.96, 142.51, 83.29, 632.77, 627.06
79.15, 142.73, 83.08, 632.77, 627.10
79.16, 142.75, 83.09, 632.77, 627.10
79.24, 142.59, 83.20, 632.79, 627.08
79.04, 142.38, 83.46, 632.91, 627.00
79.09, 142.46, 83.37, 632.91, 627.00
79.01, 142.46, 83.37, 632.91, 627.00
78.97, 142.54, 83.34, 632.91, 627.00
78.85, 142.46, 83.42, 632.91, 627.00
78.92, 142.49, 83.38, 632.85, 627.02
78.86, 142.52, 83.38, 632.85, 627.02
78.83, 142.61, 83.32, 632.85, 627.02
78.92, 142.53, 83.34, 632.79, 627.06
78.99, 142.71, 83.24, 632.79, 627.06
78.96, 142.71, 83.24, 632.79, 627.06
78.95, 142.71, 83.24, 632.79, 627.06
78.74, 142.88, 83.00, 632.95, 626.98
78.75, 142.88, 82.99, 632.95, 626.98
78.87, 142.79, 83.08, 632.92, 627.03
78.87, 142.79, 83.08, 632.92, 627.03
78.78, 142.87, 83.00, 632.95, 626.98
78.78, 142.87, 83.00, 632.95, 626.98
78.97, 142.59, 83.32, 633.50, 626.47
78.97, 142.59, 83.32, 633.50, 626.47
79.22, 143.07, 82.70, 634.82, 624.83
79.22, 143.07, 82.70, 634.82, 624.83
79.74, 142.21, 83.44, 636.76, 622.24
79.72, 142.12, 83.56, 636.71, 622.29
79.65, 142.77, 82.87, 638.06, 620.51
79.78, 142.73, 82.86, 638.06, 620.51
80.41, 140.98, 84.42, 638.42, 620.06
80.34, 141.06, 84.38, 638.42, 620.06
79.83, 141.60, 83.92, 638.36, 620.27
79.84, 142.00, 83.46, 638.41, 620.13
79.93, 142.08, 83.30, 638.29, 620.41
80.11, 142.12, 83.26, 638.30, 620.40
80.06, 142.02, 83.38, 638.30, 620.40
80.33, 141.74, 83.59, 638.39, 620.11
80.25, 141.82, 83.46, 638.39, 620.11
80.25, 141.84, 83.44, 638.39, 620.11
80.20, 141.80, 83.52, 638.39, 620.11
80.59, 142.21, 83.12, 638.34, 620.30
80.60, 142.18, 83.18, 638.38, 620.31
80.66, 142.31, 83.07, 638.33, 620.36
80.57, 142.20, 83.16, 638.33, 620.36
80.89, 142.48, 82.87, 638.35, 620.42
80.83, 142.15, 83.19, 638.33, 620.48
80.83, 142.15, 83.20, 638.33, 620.48
80.86, 142.29, 83.19, 638.18, 620.65
80.86, 142.29, 83.19, 638.18, 620.65
81.68, 142.02, 83.35, 637.34, 621.89
81.47, 142.18, 83.24, 637.21, 622.00
81.11, 142.14, 83.07, 636.43, 623.25
81.08, 142.22, 83.01, 636.48, 623.20
81.03, 140.83, 84.38, 634.86, 625.86
81.02, 141.17, 84.05, 634.92, 625.83
80.41, 141.90, 83.40, 633.28, 627.82
80.41, 141.90, 83.40, 633.28, 627.82
80.78, 141.37, 83.78, 633.14, 628.29
80.65, 141.48, 83.70, 633.19, 628.25
80.43, 142.07, 83.04, 633.25, 628.33
80.42, 142.33, 82.75, 633.27, 628.33
80.34, 142.32, 82.77, 633.27, 628.33
80.14, 142.24, 82.83, 633.23, 628.33
79.95, 142.19, 82.92, 633.25, 628.30
80.23, 142.19, 82.96, 633.25, 628.31
80.23, 142.16, 82.98, 633.25, 628.31
80.29, 142.14, 83.03, 633.28, 628.27
80.21, 142.18, 82.99, 633.20, 628.32
80.24, 142.41, 82.79, 633.20, 628.32
80.17, 142.42, 82.77, 633.20, 628.32
80.21, 142.41, 82.77, 633.20, 628.32
80.10, 142.41, 82.75, 633.20, 628.32
80.01, 142.67, 82.63, 633.20, 628.32
80.00, 142.45, 82.87, 633.20, 628.32
79.95, 142.42, 82.91, 633.20, 628.32
79.48, 142.33, 82.87, 633.21, 628.31
79.48, 142.33, 82.87, 633.21, 628.31
79.48, 142.33, 82.87, 633.21, 628.31
79.48, 142.33, 82.87, 633.21, 628.31
79.48, 142.33, 82.87, 633.21, 628.31
79.46, 142.35, 82.86, 633.21, 628.31
79.45, 142.34, 82.87, 633.21, 628.31
79.47, 142.34, 82.86, 633.21, 628.31
79.45, 142.34, 82.86, 633.21, 628.31
79.39, 142.45, 82.80, 633.21, 628.31
79.38, 142.43, 82.81, 633.21, 628.31
79.40, 142.43, 82.81, 633.21, 628.31
79.37, 142.42, 82.81, 633.21, 628.31
79.40, 142.77, 82.58, 633.21, 628.31
79.40, 142.75, 82.62, 633.21, 628.31
79.45, 142.76, 82.59, 633.21, 628.31
79.41, 142.68, 82.67, 633.21, 628.31
79.43, 142.61, 82.74, 633.15, 628.33
79.37, 142.63, 82.74, 633.15, 628.33
79.36, 142.69, 82.68, 633.15, 628.33
79.31, 142.66, 82.72, 633.15, 628.33
79.35, 142.60, 82.74, 633.19, 628.29
78.96, 142.56, 82.90, 633.21, 628.28
78.95, 142.54, 82.90, 633.21, 628.28
78.95, 142.55, 82.89, 633.21, 628.28
79.05, 142.64, 82.82, 633.11, 628.34
79.04, 142.62, 82.85, 633.11, 628.34
79.08, 142.60, 82.86, 633.11, 628.34
79.04, 142.62, 82.81, 633.11, 628.31
78.97, 142.62, 82.88, 633.17, 628.26
78.77, 142.52, 83.00, 633.32, 628.24
78.77, 142.52, 83.00, 633.32, 628.24
78.77, 142.52, 83.00, 633.32, 628.24
78.72, 142.53, 82.98, 633.32, 628.24
78.71, 142.42, 83.10, 633.32, 628.24
78.71, 142.42, 83.10, 633.32, 628.24
78.71, 142.42, 83.10, 633.32, 628.24
78.74, 142.46, 83.06, 633.26, 628.31
78.57, 142.33, 83.22, 633.26, 628.31
78.58, 142.39, 83.18, 633.26, 628.31
78.52, 142.37, 83.20, 633.27, 628.29
78.45, 142.40, 83.20, 633.29, 628.30
78.45, 142.40, 83.20, 633.29, 628.30
78.48, 142.43, 83.21, 633.29, 628.30
78.44, 142.13, 83.46, 633.29, 628.30
78.50, 142.29, 83.36, 633.30, 628.29
78.49, 142.29, 83.36, 633.30, 628.29
78.41, 142.29, 83.37, 633.29, 628.30
78.38, 142.24, 83.41, 633.34, 628.27
78.44, 142.31, 83.33, 633.18, 628.30
78.43, 142.31, 83.33, 633.18, 628.30
78.44, 142.23, 83.41, 633.14, 628.33
78.42, 142.24, 83.40, 633.14, 628.33
78.40, 142.45, 83.21, 633.14, 628.33
78.51, 142.50, 83.11, 633.08, 628.37
78.41, 142.60, 83.05, 633.12, 628.37
78.46, 142.48, 83.10, 633.16, 628.36
78.51, 142.86, 82.71, 633.14, 628.37
78.43, 142.88, 82.70, 633.14, 628.37
78.50, 142.84, 82.72, 633.10, 628.42
77.92, 143.29, 82.52, 633.30, 628.27
77.92, 143.29, 82.52, 633.30, 628.27
77.92, 143.29, 82.52, 633.30, 628.27
77.92, 143.29, 82.52, 633.30, 628.27
77.92, 143.29, 82.52, 633.30, 628.27
77.93, 143.39, 82.42, 633.36, 628.23
77.88, 143.34, 82.44, 633.36, 628.23
77.93, 143.28, 82.50, 633.30, 628.27
77.89, 143.28, 82.51, 633.30, 628.27
77.90, 143.27, 82.54, 633.32, 628.23
77.92, 143.23, 82.54, 633.40, 628.18
77.94, 143.19, 82.60, 633.34, 628.22
77.96, 143.08, 82.65, 633.34, 628.22
77.98, 142.98, 82.71, 633.39, 628.18
77.96, 142.90, 82.78, 633.33, 628.22
78.00, 142.92, 82.77, 633.33, 628.22
77.93, 142.91, 82.81, 633.33, 628.22
78.15, 142.95, 82.73, 633.35, 628.15
78.27, 142.96, 82.71, 633.29, 628.20
78.35, 142.96, 82.68, 633.29, 628.20
78.29, 142.95, 82.68, 633.34, 628.19
78.40, 143.15, 82.53, 633.28, 628.21
78.40, 143.15, 82.53, 633.28, 628.21
78.41, 143.14, 82.57, 633.28, 628.21
78.48, 143.06, 82.57, 633.28, 628.21
78.51, 142.94, 82.72, 633.26, 628.21
78.51, 142.94, 82.72, 633.26, 628.21
78.43, 142.98, 82.71, 633.23, 628.22
78.46, 142.81, 82.84, 633.23, 628.22
78.57, 142.77, 82.87, 633.22, 628.22
78.67, 142.54, 83.09, 633.29, 628.20
78.67, 142.54, 83.09, 633.29, 628.20
78.67, 142.54, 83.09, 633.29, 628.20
78.76, 142.37, 83.39, 633.31, 628.16
78.46, 142.42, 83.36, 633.25, 628.18
78.49, 142.34, 83.43, 633.19, 628.20
78.48, 142.33, 83.45, 633.19, 628.20
78.42, 142.54, 83.29, 633.19, 628.20
78.42, 142.54, 83.29, 633.19, 628.20
78.44, 142.62, 83.22, 633.19, 628.20
78.43, 142.53, 83.32, 633.19, 628.20
78.45, 142.60, 83.25, 633.19, 628.20
78.44, 142.54, 83.27, 633.19, 628.20
78.53, 142.46, 83.35, 633.15, 628.23
78.53, 142.41, 83.40, 633.15, 628.23
78.71, 142.46, 83.30, 633.15, 628.23
78.68, 142.41, 83.33, 633.15, 628.23
78.65, 142.43, 83.41, 633.12, 628.23
78.63, 142.34, 83.46, 633.12, 628.23
78.67, 142.50, 83.27, 633.12, 628.23
78.66, 142.46, 83.31, 633.12, 628.23
78.62, 142.56, 83.18, 633.10, 628.20
78.54, 142.56, 83.20, 633.10, 628.20
78.46, 142.71, 83.21, 632.59, 628.11
78.38, 142.77, 83.15, 632.62, 628.11
78.36, 142.29, 83.62, 631.49, 627.02
78.36, 142.29, 83.62, 631.49, 627.02
78.58, 142.11, 83.87, 630.28, 624.94
78.58, 142.11, 83.87, 630.28, 624.94
80.07, 142.19, 83.44, 628.18, 622.37
79.71, 142.40, 83.10, 628.49, 622.15
80.65, 141.22, 84.13, 625.45, 619.48
80.65, 141.20, 84.14, 625.45, 619.48
83.38, 140.23, 84.83, 622.29, 615.80
83.38, 140.23, 84.83, 622.29, 615.80
85.80, 140.29, 84.19, 618.58, 611.62
85.80, 140.29, 84.19, 618.58, 611.62
87.69, 139.77, 84.16, 614.43, 606.11
87.69, 139.77, 84.16, 614.43, 606.11
91.97, 139.48, 84.28, 609.00, 600.57
91.97, 139.48, 84.28, 609.00, 600.57
92.05, 139.11, 84.54, 603.21, 593.68
92.05, 139.11, 84.54, 603.21, 593.68
98.26, 137.15, 86.10, 597.04, 585.93
98.26, 137.15, 86.10, 597.04, 585.93
100.17, 136.11, 87.27, 590.20, 577.86
100.17, 136.11, 87.27, 590.20, 577.86
103.30, 136.25, 87.05, 582.11, 569.05
103.30, 136.25, 87.05, 582.11, 569.05
105.78, 134.91, 88.76, 573.48, 560.17
105.78, 134.91, 88.76, 573.48, 560.17
109.41, 135.48, 88.18, 564.54, 550.67
109.41, 135.48, 88.18, 564.54, 550.67
111.95, 136.38, 87.07, 556.24, 540.88
111.95, 136.38, 87.07, 556.24, 540.88
113.75, 136.44, 87.66, 548.73, 531.44
113.83, 136.40, 87.70, 548.73, 531.44
115.64, 137.20, 86.68, 541.28, 523.08
115.64, 137.20, 86.68, 541.28, 523.08
118.49, 139.16, 86.17, 535.10, 515.18
118.49, 139.16, 86.17, 535.10, 515.18
118.05, 139.97, 85.40, 529.07, 509.28
118.05, 139.97, 85.40, 529.07, 509.28
119.26, 139.70, 85.62, 523.03, 502.69
119.26, 139.70, 85.62, 523.03, 502.69
122.29, 137.55, 87.95, 515.84, 495.77
122.29, 137.55, 87.95, 515.84, 495.77
125.64, 137.25, 87.14, 508.57, 486.87
125.64, 137.25, 87.14, 508.57, 486.87
128.29, 134.20, 89.41, 500.05, 477.95
128.30, 134.20, 89.41, 500.05, 477.95
130.61, 133.93, 88.61, 490.39, 468.39
130.61, 133.93, 88.61, 490.39, 468.39
131.67, 131.78, 90.03, 479.85, 458.96
131.67, 131.78, 90.03, 479.85, 458.96
131.46, 132.35, 88.58, 469.45, 448.54
131.46, 132.35, 88.58, 469.45, 448.54
131.37, 133.17, 89.63, 455.56, 434.22
131.37, 133.17, 89.63, 455.56, 434.22
120.98, 137.04, 97.28, 429.60, 408.14
120.78, 137.08, 97.31, 429.00, 408.46
107.20, 142.00, 103.54, 408.87, 388.70
107.18, 142.04, 103.53, 408.85, 388.71
103.59, 143.04, 104.31, 397.60, 374.32
103.47, 143.13, 104.35, 397.47, 374.24
103.19, 143.68, 104.19, 388.30, 362.34
103.15, 143.66, 104.23, 388.34, 362.30
100.46, 143.32, 103.08, 378.79, 356.12
100.39, 143.28, 103.06, 378.45, 356.59
91.09, 145.37, 102.64, 362.32, 348.75
91.33, 144.71, 102.24, 362.03, 349.63
98.06, 140.58, 100.44, 358.71, 353.05
98.17, 140.74, 100.21, 358.70, 353.23
98.42, 141.66, 101.98, 374.50, 351.36
98.29, 141.59, 101.83, 374.52, 352.14
94.64, 142.51, 101.78, 348.46, 326.63
94.47, 142.66, 101.63, 348.42, 326.42
102.48, 142.54, 98.07, 348.62, 300.53
102.60, 142.40, 98.14, 348.62, 300.53
95.26, 146.05, 101.18, 340.76, 283.83
95.27, 146.10, 101.14, 340.80, 283.81
94.07, 145.12, 101.32, 340.67, 268.21
94.03, 145.09, 101.39, 340.26, 267.99
91.48, 143.01, 102.23, 330.25, 289.79
91.49, 142.98, 102.28, 330.16, 289.87
91.11, 141.95, 102.21, 318.05, 291.12
91.06, 141.94, 102.24, 318.05, 291.12
90.10, 141.56, 102.18, 319.72, 288.27
89.97, 141.60, 102.24, 319.52, 288.25
93.18, 139.04, 99.85, 313.63, 271.70
93.10, 139.08, 99.88, 313.86, 271.82
101.34, 135.45, 92.39, 317.22, 254.50
101.34, 135.45, 92.39, 317.22, 254.50
97.33, 139.08, 96.13, 320.82, 258.69
97.44, 139.14, 96.01, 320.98, 258.48
88.92, 143.13, 102.88, 331.18, 264.51
89.01, 142.97, 102.78, 332.22, 264.27
97.23, 138.21, 97.29, 326.52, 240.79
97.23, 138.21, 97.29, 326.52, 240.79
94.55, 140.70, 94.58, 334.45, 237.12
94.79, 140.59, 94.68, 334.45, 237.12
95.53, 138.24, 95.48, 344.13, 233.45
95.52, 138.30, 95.44, 344.13, 233.45
106.30, 135.46, 84.66, 365.63, 213.60
106.30, 135.46, 84.66, 365.63, 213.60
104.35, 137.88, 82.24, 371.55, 218.00
104.35, 137.88, 82.24, 371.55, 218.00
106.10, 137.69, 84.31, 371.91, 222.71
106.10, 137.69, 84.31, 371.91, 222.71
106.00, 138.59, 86.31, 370.31, 232.97
106.00, 138.59, 86.31, 370.31, 232.97
101.61, 141.70, 84.57, 368.34, 240.57
101.57, 141.70, 84.58, 368.34, 240.57
109.48, 136.90, 86.63, 369.36, 240.50
109.48, 136.90, 86.63, 369.36, 240.50
101.03, 139.82, 89.58, 358.98, 254.90
101.03, 139.82, 89.58, 358.98, 254.90
98.36, 142.31, 89.16, 351.69, 265.02
98.37, 142.31, 89.15, 351.69, 265.02
91.15, 143.72, 95.84, 338.44, 275.09
91.15, 143.73, 95.84, 338.44, 275.09
91.93, 143.07, 97.93, 340.08, 275.72
91.91, 143.01, 98.04, 340.35, 275.45
89.65, 144.22, 102.40, 342.60, 280.20
89.67, 144.15, 102.46, 342.42, 280.50
90.63, 144.89, 102.78, 341.93, 275.46
90.66, 144.88, 102.79, 341.97, 275.47
90.50, 144.90, 103.00, 341.34, 275.66
90.49, 144.90, 103.00, 341.34, 275.66
91.34, 145.62, 102.79, 346.05, 282.33
91.74, 146.42, 102.55, 346.02, 280.97
93.33, 144.74, 102.38, 344.87, 292.16
93.32, 144.81, 102.58, 345.86, 292.73
93.51, 143.46, 99.63, 339.05, 307.68
93.64, 143.43, 99.61, 339.09, 307.71
101.56, 140.64, 93.03, 318.84, 310.34
101.57, 140.64, 93.02, 318.84, 310.34
96.85, 144.15, 98.36, 306.34, 312.78
96.84, 144.15, 98.35, 306.38, 312.77
95.84, 146.26, 98.55, 292.78, 310.11
95.88, 146.26, 98.55, 292.78, 310.11
94.19, 147.80, 98.26, 287.25, 308.96
94.12, 147.83, 98.18, 287.30, 308.90
96.08, 146.42, 98.60, 286.07, 311.01
95.70, 146.58, 98.95, 285.80, 310.03
99.16, 145.54, 96.43, 279.83, 313.28
99.17, 145.52, 96.39, 279.80, 313.30
102.62, 143.64, 95.21, 275.93, 315.18
102.90, 143.58, 95.21, 275.76, 315.23
107.43, 142.37, 93.03, 266.17, 310.93
107.91, 142.18, 92.56, 266.30, 311.51
101.68, 145.75, 94.34, 265.96, 298.51
101.65, 145.74, 94.35, 265.96, 298.51
98.17, 146.68, 97.14, 265.11, 285.55
98.11, 146.70, 97.06, 265.32, 285.61
95.86, 146.57, 98.74, 265.53, 275.41
95.83, 146.57, 98.68, 265.71, 275.48
95.26, 146.18, 99.75, 265.06, 266.64
80.59, 149.05, 106.95, 336.49, 298.98
95.19, 146.14, 99.51, 266.31, 266.66
81.13, 148.96, 106.97, 335.80, 298.11
95.65, 144.22, 97.25, 270.79, 274.15
86.50, 147.99, 106.82, 349.89, 284.05
95.67, 144.08, 97.64, 270.00, 273.47
86.66, 147.97, 106.83, 350.03, 283.83
93.37, 142.26, 100.58, 259.84, 286.03
83.53, 147.80, 105.89, 345.54, 275.13
93.36, 142.26, 100.58, 259.84, 286.03
83.99, 147.81, 105.93, 346.95, 275.71
89.51, 142.68, 99.83, 259.02, 289.38
81.15, 149.46, 108.00, 303.19, 293.12
89.51, 142.68, 99.83, 259.02, 289.38
81.15, 149.46, 108.00, 303.19, 293.12
93.24, 142.73, 101.14, 258.11, 282.01
85.78, 146.11, 106.27, 292.80, 320.76
94.02, 142.70, 101.17, 258.11, 282.01
86.09, 146.09, 106.28, 292.80, 320.76
93.05, 143.66, 101.92, 261.57, 280.19
89.34, 145.37, 106.74, 286.25, 316.32
93.05, 143.66, 101.92, 261.57, 280.19
89.36, 145.36, 106.76, 286.31, 316.38
92.74, 143.05, 101.69, 272.50, 272.27
93.07, 142.99, 101.70, 272.52, 272.26
88.05, 143.39, 101.89, 279.06, 264.71
88.05, 143.39, 101.89, 279.06, 264.71
89.28, 142.81, 100.95, 282.87, 256.35
89.26, 142.76, 100.90, 282.85, 256.31
92.85, 141.40, 96.42, 290.67, 242.26
92.85, 141.40, 96.42, 290.67, 242.26
99.18, 136.95, 91.39, 303.75, 224.36
99.18, 136.95, 91.39, 303.75, 224.36
106.94, 133.11, 84.79, 316.41, 200.62
106.94, 133.11, 84.79, 316.41, 200.62
111.11, 129.63, 88.15, 325.48, 195.46
102.57, 135.47, 84.20, 336.12, 191.61
102.57, 135.47, 84.20, 336.12, 191.61
112.61, 132.77, 87.52, 347.54, 188.78
112.61, 132.77, 87.52, 347.54, 188.78
112.61, 132.77, 87.52, 347.54, 188.78
105.31, 134.97, 87.59, 357.39, 193.31
105.31, 134.97, 87.59, 357.39, 193.31
110.80, 135.86, 83.14, 369.12, 194.00
109.60, 139.22, 80.41, 368.84, 193.67
109.26, 135.78, 84.60, 374.87, 200.65
109.26, 135.78, 84.60, 374.87, 200.65
98.68, 139.65, 91.45, 373.49, 224.26
98.68, 139.65, 91.45, 373.49, 224.26
112.14, 133.57, 85.68, 381.34, 212.81
86.13, 145.35, 108.13, 321.59, 295.87
112.14, 133.57, 85.68, 381.34, 212.81
86.13, 145.35, 108.13, 321.59, 295.87
80.39, 151.33, 108.00, 352.81, 294.51
112.85, 133.36, 86.79, 387.25, 216.52
80.39, 151.33, 108.00, 352.81, 294.51
112.85, 133.36, 86.79, 387.25, 216.52
76.20, 148.05, 106.40, 322.53, 292.82
117.10, 122.42, 99.90, 394.71, 216.74
76.03, 148.02, 106.41, 322.54, 292.65
117.10, 122.42, 99.90, 394.71, 216.74
67.52, 135.84, 97.26, 404.91, 204.45
67.52, 135.84, 97.26, 404.91, 204.45
95.78, 137.31, 89.37, 420.64, 191.08
95.78, 137.31, 89.37, 420.64, 191.08
129.60, 129.79, 94.10, 439.38, 173.77
129.58, 129.85, 94.03, 439.60, 173.77
128.68, 126.28, 92.87, 468.70, 162.47
128.68, 126.28, 92.87, 468.70, 162.47
87.38, 130.78, 91.36, 506.51, 152.35
87.38, 130.78, 91.36, 506.51, 152.35
98.50, 136.21, 85.70, 524.44, 153.22
98.50, 136.21, 85.70, 524.44, 153.22
107.42, 134.37, 89.34, 533.28, 170.85
107.61, 134.55, 89.18, 533.45, 170.66
99.37, 129.52, 93.17, 536.72, 191.86
99.37, 129.52, 93.17, 536.72, 191.86
94.79, 120.93, 100.57, 542.21, 192.00
94.79, 120.93, 100.57, 542.21, 192.00
88.83, 127.50, 100.00, 562.83, 170.00
88.83, 127.50, 100.00, 562.83, 170.00
125.05, 126.96, 90.61, 571.60, 170.88
125.05, 126.96, 90.61, 571.60, 170.88
123.99, 131.26, 86.45, 574.35, 169.59
123.99, 131.26, 86.45, 574.35, 169.59
128.32, 130.48, 86.26, 578.16, 179.56
128.32, 130.48, 86.26, 578.16, 179.56
118.53, 132.69, 86.40, 578.65, 191.74
118.53, 132.69, 86.40, 578.65, 191.74
121.78, 131.63, 86.28, 581.98, 187.68
121.78, 131.63, 86.28, 581.98, 187.68
122.66, 130.15, 87.50, 584.09, 183.80
122.66, 130.15, 87.50, 584.09, 183.80
123.32, 132.45, 85.16, 583.27, 183.13
123.32, 132.45, 85.16, 583.27, 183.13
113.79, 133.13, 86.22, 579.29, 180.85
113.79, 133.13, 86.22, 579.29, 180.85
115.96, 133.35, 88.28, 577.88, 177.45
115.96, 133.35, 88.28, 577.88, 177.45
115.81, 133.33, 85.21, 572.30, 174.83
115.81, 133.33, 85.21, 572.30, 174.83
116.60, 131.10, 86.92, 565.91, 175.07
115.97, 131.57, 86.56, 566.76, 174.97
118.65, 130.89, 87.36, 562.97, 177.23
118.66, 131.00, 87.32, 562.97, 177.23
116.51, 132.72, 86.59, 563.05, 179.03
116.51, 132.72, 86.59, 563.05, 179.03
117.69, 131.70, 87.30, 564.82, 181.98
117.69, 131.70, 87.30, 564.82, 181.98
119.35, 131.45, 86.62, 569.36, 183.98
119.35, 131.45, 86.62, 569.36, 183.98
118.11, 131.88, 86.82, 572.64, 187.35
118.11, 131.88, 86.82, 572.64, 187.35
119.88, 132.82, 85.38, 574.68, 187.81
119.88, 132.82, 85.38, 574.68, 187.81
116.59, 133.30, 84.74, 578.85, 188.34
116.59, 133.30, 84.74, 578.85, 188.34
118.96, 131.89, 85.03, 586.22, 186.78
123.20, 126.40, 88.00, 583.00, 198.00
118.96, 131.89, 85.03, 586.22, 186.78
123.20, 126.40, 88.00, 583.00, 198.00
116.12, 130.49, 87.12, 595.94, 179.76
116.12, 130.49, 87.12, 595.94, 179.76
118.80, 129.35, 88.94, 597.62, 178.72
118.80, 129.35, 88.94, 597.62, 178.72
115.49, 128.33, 90.49, 600.39, 175.36
115.49, 128.33, 90.49, 600.39, 175.36
117.15, 129.90, 87.89, 599.89, 175.59
117.15, 129.90, 87.89, 599.89, 175.59
117.90, 128.40, 89.74, 598.51, 176.05
117.95, 127.73, 90.57, 598.51, 176.05
115.63, 130.70, 86.79, 598.02, 177.51
115.63, 130.70, 86.79, 598.02, 177.51
114.62, 130.25, 87.34, 598.42, 178.36
114.62, 130.25, 87.34, 598.42, 178.36
114.20, 132.05, 85.56, 598.41, 180.89
114.20, 132.05, 85.56, 598.41, 180.89
